document_id,chunk_id,entity_type,entity_id,text,language,embed,city,region,category,latitude,longitude,rating,rating_scale,rating_norm,price_sar,source,source_id,source_url,data_period,snapshot_date,retrieved_at,is_live
entertainment_00122,,entertainment,entertainment_00122,نطيطات حايل — Movie theater in Hail. Rated 3.2/5.,mixed,True,Hail,Hail,Movie theater,,,3.2,5.0,0.64,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00123,,entertainment,entertainment_00123,Okaz Market Theater — Performing arts theater in Taif. Rated 4.3/5.,en,True,Taif,Makkah,Performing arts theater,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00124,,entertainment,entertainment_00124,Muvi Cinemas | موڤي سينما — Movie theater in Unayzah. Rated 4.6/5.,mixed,True,Unayzah,Qassim,Movie theater,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00125,,entertainment,entertainment_00125,Al Comedy Club — Performing arts theater in Dammam. Rated 4.4/5.,en,True,Dammam,Eastern Province,Performing arts theater,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00126,,entertainment,entertainment_00126,Theater Lasan — Stage in Abha. Rated 3.5/5.,en,True,Abha,Asir,Stage,,,3.5,5.0,0.7,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00127,,entertainment,entertainment_00127,University Theater — Stage in Abha. Rated 4.2/5.,en,True,Abha,Asir,Stage,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00128,,entertainment,entertainment_00128,Scitech — Science museum in Al Khobar. Rated 4.3/5.,en,True,Al Khobar,Eastern Province,Science museum,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00129,,entertainment,entertainment_00129,VOX Cinemas Jubail Galleria Mall — Movie theater in Jubail. Rated 3.4/5.,en,True,Jubail,Eastern Province,Movie theater,,,3.4,5.0,0.6799999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00130,,entertainment,entertainment_00130,Muvi Cinemas | موڤي سينما — Movie theater in Khamis Mushait. Rated 4.3/5.,mixed,True,Khamis Mushait,Asir,Movie theater,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00131,,entertainment,entertainment_00131,Muvi Suites Cinemas | موڤي سويتس سينما — Movie theater in Jeddah. Rated 3.5/5.,mixed,True,Jeddah,Makkah,Movie theater,,,3.5,5.0,0.7,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00132,,entertainment,entertainment_00132,King Abdulaziz Center for World Culture - Ithra — Movie theater in Unayzah. Rated 4.6/5.,en,True,Unayzah,Qassim,Movie theater,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00133,,entertainment,entertainment_00133,Al Comedy Club — Performing arts theater in Dammam. Rated 4.4/5.,en,True,Dammam,Eastern Province,Performing arts theater,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00134,,entertainment,entertainment_00134,Theater Lasan — Stage in Abha. Rated 3.5/5.,en,True,Abha,Asir,Stage,,,3.5,5.0,0.7,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00135,,entertainment,entertainment_00135,University Theater — Stage in Abha. Rated 4.2/5.,en,True,Abha,Asir,Stage,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00136,,entertainment,entertainment_00136,Scitech — Science museum in Al Khobar. Rated 4.3/5.,en,True,Al Khobar,Eastern Province,Science museum,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00137,,entertainment,entertainment_00137,المسرح الروماني | Roman Theater — Performing arts theater in Al Uqayr. Rated 4.1/5.,mixed,True,Al Uqayr,,Performing arts theater,,,4.1,5.0,0.82,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00138,,entertainment,entertainment_00138,Maraya — Concert hall in Al Atheeb. Rated 4.6/5.,en,True,Al Atheeb,,Concert hall,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00139,,entertainment,entertainment_00139,Education Department Theater — Performing arts theater in Madinah. Rated 4.0/5.,en,True,Madinah,Madinah,Performing arts theater,,,4.0,5.0,0.8,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00140,,entertainment,entertainment_00140,Benchmark Stage — Live Music in Jeddah. Rated 4.3/5.,en,True,Jeddah,Makkah,Live Music,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00141,,entertainment,entertainment_00141,Live Show Arabia — Entertainment agency in Riyadh. Rated 5.0/5.,en,True,Riyadh,Riyadh,Entertainment agency,,,5.0,5.0,1.0,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00142,,entertainment,entertainment_00142,Far-is studio — Museum in Riyadh. Rated 4.6/5.,en,True,Riyadh,Riyadh,Museum,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00143,,entertainment,entertainment_00143,Terhal — Concert hall in Diriyah. Rated 5.0/5.,en,True,Diriyah,Riyadh,Concert hall,,,5.0,5.0,1.0,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00144,,entertainment,entertainment_00144,Riyadh Front - Shopping Area — Shopping mall in Riyadh. Rated 4.5/5.,en,True,Riyadh,Riyadh,Shopping mall,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00145,,entertainment,entertainment_00145,TheClub — Entertainer in Jeddah. Rated 4.4/5.,en,True,Jeddah,Makkah,Entertainer,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00146,,entertainment,entertainment_00146,نطيطات حايل — Movie theater in Hail. Rated 3.2/5.,mixed,True,Hail,Hail,Movie theater,,,3.2,5.0,0.64,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00147,,entertainment,entertainment_00147,Okaz Market Theater — Performing arts theater in Taif. Rated 4.3/5.,en,True,Taif,Makkah,Performing arts theater,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00148,,entertainment,entertainment_00148,Education Department Theater — Performing arts theater in Madinah. Rated 4.0/5.,en,True,Madinah,Madinah,Performing arts theater,,,4.0,5.0,0.8,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00149,,entertainment,entertainment_00149,Benchmark Stage — Live Music in Jeddah. Rated 4.3/5.,en,True,Jeddah,Makkah,Live Music,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00150,,entertainment,entertainment_00150,Live Show Arabia — Entertainment agency in Riyadh. Rated 5.0/5.,en,True,Riyadh,Riyadh,Entertainment agency,,,5.0,5.0,1.0,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00151,,entertainment,entertainment_00151,Far-is studio — Museum in Riyadh. Rated 4.6/5.,en,True,Riyadh,Riyadh,Museum,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00152,,entertainment,entertainment_00152,Terhal — Concert hall in Diriyah. Rated 5.0/5.,en,True,Diriyah,Riyadh,Concert hall,,,5.0,5.0,1.0,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00153,,entertainment,entertainment_00153,Riyadh Front - Shopping Area — Shopping mall in Riyadh. Rated 4.5/5.,en,True,Riyadh,Riyadh,Shopping mall,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00154,,entertainment,entertainment_00154,TheClub — Entertainer in Jeddah. Rated 4.4/5.,en,True,Jeddah,Makkah,Entertainer,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00155,,entertainment,entertainment_00155,Jeddah Superdome — Event venue in Jeddah. Rated 4.3/5.,en,True,Jeddah,Makkah,Event venue,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00156,,entertainment,entertainment_00156,Conference Center — Conference center in Riyadh. Rated 4.5/5.,en,True,Riyadh,Riyadh,Conference center,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00157,,entertainment,entertainment_00157,SUNRISE RESORT — Resort hotel in Riyadh. Rated 4.9/5.,en,True,Riyadh,Riyadh,Resort hotel,,,4.9,5.0,0.9800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00158,,entertainment,entertainment_00158,"Crowne Plaza al Khobar, an IHG Hotel — Hotel in Al Khobar. Rated 4.4/5.",en,True,Al Khobar,Eastern Province,Hotel,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00159,,entertainment,entertainment_00159,"Staybridge Suites al Khobar, an IHG Hotel — Hotel in Al Khobar. Rated 4.5/5.",en,True,Al Khobar,Eastern Province,Hotel,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00160,,entertainment,entertainment_00160,Emerald Hall — Event venue in Dammam. Rated 4.3/5.,en,True,Dammam,Eastern Province,Event venue,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00161,,entertainment,entertainment_00161,Muvi Cinemas - Drive In Riyadh — Movie theater in Riyadh. Rated 3.7/5.,en,True,Riyadh,Riyadh,Movie theater,,,3.7,5.0,0.74,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00162,,entertainment,entertainment_00162,Talal Maddah Theater — Stage in Abha. Rated 3.9/5.,en,True,Abha,Asir,Stage,,,3.9,5.0,0.78,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00163,,entertainment,entertainment_00163,المسرح الروماني | Roman Theater — Performing arts theater in Al Uqayr. Rated 4.1/5.,mixed,True,Al Uqayr,,Performing arts theater,,,4.1,5.0,0.82,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00164,,entertainment,entertainment_00164,Maraya — Concert hall in Al Atheeb. Rated 4.6/5.,en,True,Al Atheeb,,Concert hall,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00165,,entertainment,entertainment_00165,"Crowne Plaza al Khobar, an IHG Hotel — Hotel in Al Khobar. Rated 4.4/5.",en,True,Al Khobar,Eastern Province,Hotel,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00166,,entertainment,entertainment_00166,"Staybridge Suites al Khobar, an IHG Hotel — Hotel in Al Khobar. Rated 4.5/5.",en,True,Al Khobar,Eastern Province,Hotel,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00167,,entertainment,entertainment_00167,Emerald Hall — Event venue in Dammam. Rated 4.3/5.,en,True,Dammam,Eastern Province,Event venue,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00168,,entertainment,entertainment_00168,Muvi Cinemas - Drive In Riyadh — Movie theater in Riyadh. Rated 3.7/5.,en,True,Riyadh,Riyadh,Movie theater,,,3.7,5.0,0.74,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00169,,entertainment,entertainment_00169,Talal Maddah Theater — Stage in Abha. Rated 3.9/5.,en,True,Abha,Asir,Stage,,,3.9,5.0,0.78,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00170,,entertainment,entertainment_00170,Tekka Tatbeelah — entertainment venue in Safwa. Rated 4.6/5.,en,True,Safwa,,,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00171,,entertainment,entertainment_00171,مركز ضيافة كيان المستقبل — Kindergarten School in Riyadh. Rated 4.2/5.,mixed,True,Riyadh,Riyadh,Kindergarten School,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00172,,entertainment,entertainment_00172,Alkuzama — Tourist attraction in Riyadh. Rated 4.5/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00173,,entertainment,entertainment_00173,برج الفيصلية — Tourist attraction in Riyadh. Rated 4.6/5.,mixed,True,Riyadh,Riyadh,Tourist attraction,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00174,,entertainment,entertainment_00174,Sa'ad Red Sand - Dunes — Tourist attraction in Sa'Ad. Rated 4.8/5.,en,True,Sa'Ad,,Tourist attraction,,,4.8,5.0,0.96,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00175,,entertainment,entertainment_00175,Durat Al Sahel Water Theme Park — Theme park in Riyadh. Rated 3.7/5.,en,True,Riyadh,Riyadh,Theme park,,,3.7,5.0,0.74,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00176,,entertainment,entertainment_00176,The old palace — Tourist attraction in Al Moqbel Palaces. Rated 3.9/5.,en,True,Al Moqbel Palaces,,Tourist attraction,,,3.9,5.0,0.78,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00177,,entertainment,entertainment_00177,Al-Samar Amusement Center — Amusement center in Riyadh. Rated 3.9/5.,en,True,Riyadh,Riyadh,Amusement center,,,3.9,5.0,0.78,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00178,,entertainment,entertainment_00178,Mosary Arena — Amusement center in Riyadh. Rated 3.4/5.,en,True,Riyadh,Riyadh,Amusement center,,,3.4,5.0,0.6799999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00179,,entertainment,entertainment_00179,Diriyah — Tourist attraction in Diriyah. Rated 4.4/5.,en,True,Diriyah,Riyadh,Tourist attraction,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00180,,entertainment,entertainment_00180,Snow City — Amusement center in Riyadh. Rated 3.9/5.,en,True,Riyadh,Riyadh,Amusement center,,,3.9,5.0,0.78,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00181,,entertainment,entertainment_00181,King Fahad's Fountain — Tourist attraction in Jeddah. Rated 4.5/5.,en,True,Jeddah,Makkah,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00182,,entertainment,entertainment_00182,Al Hokair Time — Theme park in Riyadh. Rated 4.0/5.,en,True,Riyadh,Riyadh,Theme park,,,4.0,5.0,0.8,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00183,,entertainment,entertainment_00183,Saffori Land — Amusement center in Riyadh. Rated 4.1/5.,en,True,Riyadh,Riyadh,Amusement center,,,4.1,5.0,0.82,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00184,,entertainment,entertainment_00184,Wild Baboons — Tourist attraction in Riyadh. Rated 3.6/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,3.6,5.0,0.72,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00185,,entertainment,entertainment_00185,Ushaiqer Heritage Village — Tourist attraction in Ushaiqer. Rated 4.5/5.,en,True,Ushaiqer,,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00186,,entertainment,entertainment_00186,Sky Zone | سكاي زون — Amusement center in Riyadh. Rated 3.8/5.,mixed,True,Riyadh,Riyadh,Amusement center,,,3.8,5.0,0.76,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00187,,entertainment,entertainment_00187,مواقف ادارة البوليڤارد — Tourist attraction in Riyadh. Rated 4.1/5.,mixed,True,Riyadh,Riyadh,Tourist attraction,,,4.1,5.0,0.82,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00188,,entertainment,entertainment_00188,الدرعية — Tourist attraction in Riyadh. Rated 4.5/5.,mixed,True,Riyadh,Riyadh,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00189,,entertainment,entertainment_00189,Al Masmak Palace Museum — Tourist attraction in Riyadh. Rated 4.5/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00190,,entertainment,entertainment_00190,Blvd World — Tourist attraction in Riyadh. Rated 4.6/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00191,,entertainment,entertainment_00191,Alkuzama — Tourist attraction in Riyadh. Rated 4.5/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00192,,entertainment,entertainment_00192,برج الفيصلية — Tourist attraction in Riyadh. Rated 4.6/5.,mixed,True,Riyadh,Riyadh,Tourist attraction,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00193,,entertainment,entertainment_00193,Sa'ad Red Sand - Dunes — Tourist attraction in Sa'Ad. Rated 4.8/5.,en,True,Sa'Ad,,Tourist attraction,,,4.8,5.0,0.96,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00194,,entertainment,entertainment_00194,Wild Baboons — Tourist attraction in Riyadh. Rated 3.6/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,3.6,5.0,0.72,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00195,,entertainment,entertainment_00195,Ushaiqer Heritage Village — Tourist attraction in Ushaiqer. Rated 4.5/5.,en,True,Ushaiqer,,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00196,,entertainment,entertainment_00196,Sky Zone | سكاي زون — Amusement center in Riyadh. Rated 3.8/5.,mixed,True,Riyadh,Riyadh,Amusement center,,,3.8,5.0,0.76,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00197,,entertainment,entertainment_00197,مواقف ادارة البوليڤارد — Tourist attraction in Riyadh. Rated 4.1/5.,mixed,True,Riyadh,Riyadh,Tourist attraction,,,4.1,5.0,0.82,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00198,,entertainment,entertainment_00198,الدرعية — Tourist attraction in Riyadh. Rated 4.5/5.,mixed,True,Riyadh,Riyadh,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00199,,entertainment,entertainment_00199,Al Masmak Palace Museum — Tourist attraction in Riyadh. Rated 4.5/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00200,,entertainment,entertainment_00200,Blvd World — Tourist attraction in Riyadh. Rated 4.6/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00201,,entertainment,entertainment_00201,Sparky's | سباركيز — Amusement center in Riyadh. Rated 4.0/5.,mixed,True,Riyadh,Riyadh,Amusement center,,,4.0,5.0,0.8,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00202,,entertainment,entertainment_00202,Al-Bujairi Heritage Park — National park in Riyadh. Rated 4.4/5.,en,True,Riyadh,Riyadh,National park,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00203,,entertainment,entertainment_00203,Red Sand Dunes — Tourist attraction Rated 4.5/5.,en,True,,,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00204,,entertainment,entertainment_00204,King Abdullah Park — Tourist attraction in Riyadh. Rated 4.2/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00205,,entertainment,entertainment_00205,Riyadh Zoo — Tourist attraction in Riyadh. Rated 4.2/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00206,,entertainment,entertainment_00206,Observatory Thanian — Tourist attraction in Al Muzahimiyah. Rated 4.6/5.,en,True,Al Muzahimiyah,Riyadh,Tourist attraction,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00207,,entertainment,entertainment_00207,Sparky's — Amusement park in Riyadh. Rated 4.0/5.,en,True,Riyadh,Riyadh,Amusement park,,,4.0,5.0,0.8,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00208,,entertainment,entertainment_00208,DAZ داز — Amusement center in Jeddah. Rated 4.5/5.,mixed,True,Jeddah,Makkah,Amusement center,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00209,,entertainment,entertainment_00209,Long Flag — Tourist attraction in Diriyah. Rated 4.4/5.,en,True,Diriyah,Riyadh,Tourist attraction,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00210,,entertainment,entertainment_00210,Magic Planet Riyadh Front - ماجيك بلانيت واجهة الرياض — Amusement center in Riyadh. Rated 4.2/5.,mixed,True,Riyadh,Riyadh,Amusement center,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00211,,entertainment,entertainment_00211,King Fahad's Fountain — Tourist attraction in Jeddah. Rated 4.5/5.,en,True,Jeddah,Makkah,Tourist attraction,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00212,,entertainment,entertainment_00212,Al Hokair Time — Theme park in Riyadh. Rated 4.0/5.,en,True,Riyadh,Riyadh,Theme park,,,4.0,5.0,0.8,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00213,,entertainment,entertainment_00213,Saffori Land — Amusement center in Riyadh. Rated 4.1/5.,en,True,Riyadh,Riyadh,Amusement center,,,4.1,5.0,0.82,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00214,,entertainment,entertainment_00214,King Abdullah Park — Tourist attraction in Riyadh. Rated 4.2/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00215,,entertainment,entertainment_00215,Riyadh Zoo — Tourist attraction in Riyadh. Rated 4.2/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00216,,entertainment,entertainment_00216,Observatory Thanian — Tourist attraction in Al Muzahimiyah. Rated 4.6/5.,en,True,Al Muzahimiyah,Riyadh,Tourist attraction,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00217,,entertainment,entertainment_00217,Sparky's — Amusement park in Riyadh. Rated 4.0/5.,en,True,Riyadh,Riyadh,Amusement park,,,4.0,5.0,0.8,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00218,,entertainment,entertainment_00218,DAZ داز — Amusement center in Jeddah. Rated 4.5/5.,mixed,True,Jeddah,Makkah,Amusement center,,,4.5,5.0,0.9,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00219,,entertainment,entertainment_00219,Long Flag — Tourist attraction in Diriyah. Rated 4.4/5.,en,True,Diriyah,Riyadh,Tourist attraction,,,4.4,5.0,0.8800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00220,,entertainment,entertainment_00220,Magic Planet Riyadh Front - ماجيك بلانيت واجهة الرياض — Amusement center in Riyadh. Rated 4.2/5.,mixed,True,Riyadh,Riyadh,Amusement center,,,4.2,5.0,0.8400000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00221,,entertainment,entertainment_00221,Real Edge of the World — Tourist attraction in العويند. Rated 4.6/5.,mixed,True,العويند,,Tourist attraction,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00222,,entertainment,entertainment_00222,Little Red Sand — Tourist attraction in Riyadh. Rated 4.3/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.3,5.0,0.86,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00223,,entertainment,entertainment_00223,Valley of Life — Tourist attraction in Riyadh. Rated 4.0/5.,en,True,Riyadh,Riyadh,Tourist attraction,,,4.0,5.0,0.8,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00224,,entertainment,entertainment_00224,Park near Museum — Park in Riyadh. Rated 4.1/5.,en,True,Riyadh,Riyadh,Park,,,4.1,5.0,0.82,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00225,,entertainment,entertainment_00225,Edge of the World — Tourist attraction Rated 4.6/5.,en,True,,,Tourist attraction,,,4.6,5.0,0.9199999999999999,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
entertainment_00226,,entertainment,entertainment_00226,Last Hour Escape Room — Escape room center in Riyadh. Rated 4.9/5.,en,True,Riyadh,Riyadh,Escape room center,,,4.9,5.0,0.9800000000000001,,entertainment_kaggle,,,static,,2026-09-13T08:48:56.913228+00:00,False
